# 14N(p,gamma)15O S-factor potential model data
# Source: Xu et al. 2013
#
# data = SC87, IM05, RU05, BE06b, LE06b
#
# Units:
#  E - keV
#  S - keV barn
#
     E              S              S_min          S_max
     9.6050e+02     2.2511e+00     1.9537e+00     2.3928e+00
     9.6100e+02     2.2772e+00     1.9796e+00     2.4189e+00
     9.6150e+02     2.3053e+00     2.0074e+00     2.4471e+00
     9.6200e+02     2.3342e+00     2.0360e+00     2.4761e+00
     9.6250e+02     2.3641e+00     2.0656e+00     2.5061e+00
     9.6300e+02     2.3949e+00     2.0961e+00     2.5369e+00
     9.6350e+02     2.4287e+00     2.1297e+00     2.5709e+00
     9.6400e+02     2.4643e+00     2.1649e+00     2.6065e+00
     9.6450e+02     2.5008e+00     2.2011e+00     2.6431e+00
     9.6500e+02     2.5387e+00     2.2387e+00     2.6812e+00
     9.6550e+02     2.5796e+00     2.2792e+00     2.7222e+00
     9.6600e+02     2.6235e+00     2.3227e+00     2.7663e+00
     9.6650e+02     2.6692e+00     2.3679e+00     2.8121e+00
     9.6700e+02     2.7164e+00     2.4147e+00     2.8595e+00
     9.6750e+02     2.7671e+00     2.4650e+00     2.9104e+00
     9.6800e+02     2.8223e+00     2.5197e+00     2.9658e+00
     9.6850e+02     2.8796e+00     2.5765e+00     3.0234e+00
     9.6900e+02     2.9393e+00     2.6357e+00     3.0834e+00
     9.6950e+02     3.0043e+00     2.7000e+00     3.1486e+00
     9.7000e+02     3.0747e+00     2.7697e+00     3.2194e+00
     9.7050e+02     3.1481e+00     2.8425e+00     3.2932e+00
     9.7100e+02     3.2250e+00     2.9186e+00     3.3703e+00
     9.7150e+02     3.3112e+00     3.0040e+00     3.4570e+00
     9.7200e+02     3.4025e+00     3.0943e+00     3.5488e+00
     9.7250e+02     3.4983e+00     3.1891e+00     3.6451e+00
     9.7300e+02     3.6028e+00     3.2924e+00     3.7502e+00
     9.7350e+02     3.7177e+00     3.4060e+00     3.8658e+00
     9.7400e+02     3.8384e+00     3.5253e+00     3.9873e+00
     9.7450e+02     3.9691e+00     3.6544e+00     4.1188e+00
     9.7500e+02     4.1153e+00     3.7988e+00     4.2661e+00
     9.7550e+02     4.2701e+00     3.9515e+00     4.4220e+00
     9.7600e+02     4.4389e+00     4.1181e+00     4.5920e+00
     9.7650e+02     4.6280e+00     4.3045e+00     4.7827e+00
     9.7700e+02     4.8291e+00     4.5025e+00     4.9854e+00
     9.7750e+02     5.0554e+00     4.7254e+00     5.2138e+00
     9.7800e+02     5.3041e+00     4.9699e+00     5.4647e+00
     9.7850e+02     5.5746e+00     5.2356e+00     5.7378e+00
     9.7900e+02     5.8845e+00     5.5399e+00     6.0508e+00
     9.7950e+02     6.2179e+00     5.8667e+00     6.3877e+00
     9.8000e+02     6.6064e+00     6.2473e+00     6.7805e+00
     9.8050e+02     7.0276e+00     6.6595e+00     7.2066e+00
     9.8100e+02     7.5212e+00     7.1418e+00     7.7063e+00
     9.8150e+02     8.0691e+00     7.6764e+00     8.2613e+00
     9.8200e+02     8.7009e+00     8.2922e+00     8.9017e+00
     9.8250e+02     9.4296e+00     9.0014e+00     9.6407e+00
     9.8300e+02     1.0270e+01     9.8180e+00     1.0494e+01
     9.8350e+02     1.1250e+01     1.0769e+01     1.1489e+01
     9.8400e+02     1.2403e+01     1.1886e+01     1.2660e+01
     9.8450e+02     1.3774e+01     1.3213e+01     1.4054e+01
     9.8500e+02     1.5419e+01     1.4803e+01     1.5727e+01
     9.8550e+02     1.7413e+01     1.6728e+01     1.7756e+01
     9.8600e+02     1.9858e+01     1.9086e+01     2.0246e+01
     9.8650e+02     2.2897e+01     2.2013e+01     2.3341e+01
     9.8700e+02     2.6729e+01     2.5702e+01     2.7245e+01
     9.8750e+02     3.1640e+01     3.0426e+01     3.2250e+01
     9.8800e+02     3.8039e+01     3.6578e+01     3.8774e+01
     9.8850e+02     4.6529e+01     4.4735e+01     4.7430e+01
     9.8900e+02     5.7978e+01     5.5733e+01     5.9106e+01
     9.8950e+02     7.3614e+01     7.0745e+01     7.5054e+01
     9.9000e+02     9.4987e+01     9.1262e+01     9.6856e+01
     9.9050e+02     1.2340e+02     1.1853e+02     1.2584e+02
     9.9100e+02     1.5788e+02     1.5161e+02     1.6103e+02
     9.9150e+02     1.9087e+02     1.8324e+02     1.9469e+02
     9.9200e+02     2.0560e+02     1.9728e+02     2.0977e+02
     9.9250e+02     1.9272e+02     1.8489e+02     1.9664e+02
     9.9300e+02     1.6162e+02     1.5503e+02     1.6492e+02
     9.9350e+02     1.2736e+02     1.2218e+02     1.2996e+02
     9.9400e+02     9.7491e+01     9.3502e+01     9.9492e+01
     9.9450e+02     7.5047e+01     7.1972e+01     7.6590e+01
     9.9500e+02     5.8144e+01     5.5746e+01     5.9349e+01
     9.9550e+02     4.6306e+01     4.4396e+01     4.7265e+01
     9.9600e+02     3.7242e+01     3.5688e+01     3.8023e+01
     9.9650e+02     3.0720e+01     2.9435e+01     3.1366e+01
     9.9700e+02     2.5598e+01     2.4514e+01     2.6142e+01
     9.9750e+02     2.1718e+01     2.0787e+01     2.2186e+01
     9.9800e+02     1.8634e+01     1.7825e+01     1.9040e+01
     9.9850e+02     1.6134e+01     1.5416e+01     1.6493e+01
     9.9900e+02     1.4186e+01     1.3544e+01     1.4507e+01
     9.9950e+02     1.2565e+01     1.1980e+01     1.2856e+01
     1.0000e+03     1.1188e+01     1.0651e+01     1.1454e+01
     1.0005e+03     1.0100e+01     9.6003e+00     1.0347e+01
     1.0010e+03     9.1317e+00     8.6636e+00     9.3617e+00
     1.0015e+03     8.3195e+00     7.8761e+00     8.5364e+00
     1.0020e+03     7.6394e+00     7.2168e+00     7.8451e+00
     1.0025e+03     7.0383e+00     6.6326e+00     7.2348e+00
     1.0030e+03     6.5054e+00     6.1137e+00     6.6943e+00
     1.0035e+03     6.0613e+00     5.6813e+00     6.2435e+00
     1.0040e+03     5.6677e+00     5.2971e+00     5.8446e+00
     1.0045e+03     5.3062e+00     4.9438e+00     5.4784e+00
     1.0050e+03     4.9959e+00     4.6402e+00     5.1643e+00
     1.0055e+03     4.7225e+00     4.3726e+00     4.8875e+00
     1.0060e+03     4.4700e+00     4.1250e+00     4.6320e+00
     1.0065e+03     4.2435e+00     3.9025e+00     4.4031e+00
     1.0070e+03     4.0448e+00     3.7074e+00     4.2023e+00
     1.0075e+03     3.8643e+00     3.5299e+00     4.0200e+00
     1.0080e+03     3.6995e+00     3.3676e+00     3.8535e+00
     1.0085e+03     3.5450e+00     3.2154e+00     3.6975e+00
     1.0090e+03     3.4105e+00     3.0829e+00     3.5618e+00
     1.0095e+03     3.2877e+00     2.9616e+00     3.4379e+00
     1.0100e+03     3.1719e+00     2.8473e+00     3.3212e+00
     1.0105e+03     3.0649e+00     2.7414e+00     3.2133e+00
     1.0110e+03     2.9690e+00     2.6466e+00     3.1166e+00
     1.0115e+03     2.8806e+00     2.5592e+00     3.0275e+00
     1.0120e+03     2.7982e+00     2.4776e+00     2.9445e+00
     1.0125e+03     2.7213e+00     2.4014e+00     2.8670e+00
     1.0130e+03     2.6488e+00     2.3296e+00     2.7941e+00
     1.0135e+03     2.5842e+00     2.2655e+00     2.7290e+00
     1.0140e+03     2.5240e+00     2.2057e+00     2.6684e+00
     1.0145e+03     2.4666e+00     2.1487e+00     2.6106e+00
     1.0150e+03     2.4119e+00     2.0944e+00     2.5555e+00
     1.0155e+03     2.3625e+00     2.0453e+00     2.5059e+00
     1.0160e+03     2.3168e+00     1.9999e+00     2.4599e+00
     1.0165e+03     2.2731e+00     1.9564e+00     2.4159e+00
     1.0170e+03     2.2320e+00     1.9155e+00     2.3746e+00
     1.0175e+03     2.1931e+00     1.8768e+00     2.3355e+00
     1.0180e+03     2.1569e+00     1.8407e+00     2.2990e+00
     1.0185e+03     2.1230e+00     1.8070e+00     2.2650e+00
     1.0190e+03     2.0914e+00     1.7755e+00     2.2332e+00
     1.0195e+03     2.0611e+00     1.7452e+00     2.2028e+00
     1.0200e+03     2.0319e+00     1.7160e+00     2.1734e+00
     1.0205e+03     2.0046e+00     1.6888e+00     2.1460e+00
     1.0210e+03     1.9797e+00     1.6640e+00     2.1210e+00
     1.0215e+03     1.9557e+00     1.6400e+00     2.0968e+00
     1.0220e+03     1.9326e+00     1.6168e+00     2.0735e+00
     1.0225e+03     1.9107e+00     1.5949e+00     2.0515e+00
     1.0230e+03     1.8898e+00     1.5740e+00     2.0305e+00
     1.0235e+03     1.8704e+00     1.5547e+00     2.0111e+00
     1.0240e+03     1.8519e+00     1.5360e+00     1.9924e+00
     1.0245e+03     1.8343e+00     1.5184e+00     1.9748e+00
     1.0250e+03     1.8174e+00     1.5015e+00     1.9578e+00
     1.0255e+03     1.8011e+00     1.4851e+00     1.9414e+00
     1.0260e+03     1.7854e+00     1.4694e+00     1.9257e+00
     1.0265e+03     1.7711e+00     1.4550e+00     1.9113e+00
     1.0270e+03     1.7574e+00     1.4412e+00     1.8975e+00
     1.0275e+03     1.7441e+00     1.4278e+00     1.8841e+00
     1.0280e+03     1.7311e+00     1.4148e+00     1.8711e+00
     1.0285e+03     1.7189e+00     1.4025e+00     1.8588e+00
     1.0290e+03     1.7073e+00     1.3908e+00     1.8472e+00
     1.0295e+03     1.6963e+00     1.3797e+00     1.8361e+00
     1.0300e+03     1.6855e+00     1.3689e+00     1.8253e+00
     1.0305e+03     1.6753e+00     1.3586e+00     1.8151e+00
     1.0310e+03     1.6655e+00     1.3487e+00     1.8052e+00
     1.0315e+03     1.6560e+00     1.3391e+00     1.7957e+00
     1.0320e+03     1.6469e+00     1.3299e+00     1.7865e+00
     1.0325e+03     1.6383e+00     1.3212e+00     1.7779e+00
     1.0330e+03     1.6302e+00     1.3130e+00     1.7697e+00
     1.0335e+03     1.6222e+00     1.3049e+00     1.7617e+00
     1.0340e+03     1.6145e+00     1.2971e+00     1.7540e+00
     1.0345e+03     1.6070e+00     1.2895e+00     1.7464e+00
     1.0350e+03     1.5999e+00     1.2822e+00     1.7392e+00
     1.0355e+03     1.5932e+00     1.2754e+00     1.7325e+00
     1.0360e+03     1.5867e+00     1.2688e+00     1.7260e+00
     1.0365e+03     1.5804e+00     1.2624e+00     1.7196e+00
     1.0370e+03     1.5743e+00     1.2562e+00     1.7135e+00
     1.0375e+03     1.5684e+00     1.2502e+00     1.7076e+00
     1.0380e+03     1.5626e+00     1.2443e+00     1.7018e+00
     1.0385e+03     1.5572e+00     1.2387e+00     1.6963e+00
     1.0390e+03     1.5520e+00     1.2334e+00     1.6911e+00
     1.0395e+03     1.5470e+00     1.2283e+00     1.6860e+00
     1.0400e+03     1.5421e+00     1.2233e+00     1.6812e+00
     1.0405e+03     1.5374e+00     1.2184e+00     1.6764e+00
     1.0410e+03     1.5327e+00     1.2137e+00     1.6718e+00
     1.0415e+03     1.5283e+00     1.2091e+00     1.6672e+00
     1.0420e+03     1.5241e+00     1.2048e+00     1.6631e+00
     1.0425e+03     1.5200e+00     1.2006e+00     1.6590e+00
     1.0430e+03     1.5161e+00     1.1965e+00     1.6550e+00
     1.0435e+03     1.5123e+00     1.1926e+00     1.6512e+00
     1.0440e+03     1.5085e+00     1.1887e+00     1.6474e+00
     1.0445e+03     1.5049e+00     1.1850e+00     1.6438e+00
     1.0450e+03     1.5014e+00     1.1814e+00     1.6403e+00
     1.0455e+03     1.4981e+00     1.1779e+00     1.6369e+00
     1.0460e+03     1.4949e+00     1.1746e+00     1.6337e+00
     1.0465e+03     1.4917e+00     1.1713e+00     1.6305e+00
     1.0470e+03     1.4887e+00     1.1682e+00     1.6275e+00
     1.0475e+03     1.4858e+00     1.1651e+00     1.6245e+00
     1.0480e+03     1.4828e+00     1.1620e+00     1.6215e+00
     1.0485e+03     1.4800e+00     1.1591e+00     1.6187e+00
     1.0490e+03     1.4773e+00     1.1563e+00     1.6160e+00
     1.0495e+03     1.4748e+00     1.1536e+00     1.6134e+00
     1.0500e+03     1.4723e+00     1.1510e+00     1.6109e+00
     1.0505e+03     1.4698e+00     1.1484e+00     1.6085e+00
     1.0510e+03     1.4675e+00     1.1459e+00     1.6061e+00
     1.0515e+03     1.4652e+00     1.1435e+00     1.6037e+00
     1.0520e+03     1.4629e+00     1.1411e+00     1.6015e+00
     1.0525e+03     1.4608e+00     1.1388e+00     1.5993e+00
     1.0530e+03     1.4587e+00     1.1366e+00     1.5972e+00
     1.0535e+03     1.4567e+00     1.1344e+00     1.5952e+00
     1.0540e+03     1.4547e+00     1.1323e+00     1.5932e+00
     1.0545e+03     1.4528e+00     1.1303e+00     1.5913e+00
     1.0550e+03     1.4510e+00     1.1283e+00     1.5894e+00
     1.0555e+03     1.4491e+00     1.1264e+00     1.5876e+00
     1.0560e+03     1.4474e+00     1.1245e+00     1.5858e+00
     1.0565e+03     1.4456e+00     1.1226e+00     1.5841e+00
     1.0570e+03     1.4440e+00     1.1209e+00     1.5824e+00
     1.0575e+03     1.4424e+00     1.1191e+00     1.5808e+00
     1.0580e+03     1.4408e+00     1.1174e+00     1.5792e+00
     1.0585e+03     1.4393e+00     1.1158e+00     1.5777e+00
     1.0590e+03     1.4378e+00     1.1142e+00     1.5762e+00
     1.0595e+03     1.4364e+00     1.1126e+00     1.5747e+00
     1.0600e+03     1.4350e+00     1.1111e+00     1.5733e+00
     1.0605e+03     1.4337e+00     1.1096e+00     1.5720e+00
     1.0610e+03     1.4324e+00     1.1082e+00     1.5707e+00
     1.0615e+03     1.4311e+00     1.1068e+00     1.5694e+00
     1.0620e+03     1.4299e+00     1.1054e+00     1.5681e+00
     1.0625e+03     1.4287e+00     1.1041e+00     1.5669e+00
     1.0630e+03     1.4275e+00     1.1028e+00     1.5657e+00
     1.0635e+03     1.4264e+00     1.1015e+00     1.5646e+00
     1.0640e+03     1.4252e+00     1.1003e+00     1.5635e+00
     1.0645e+03     1.4242e+00     1.0991e+00     1.5624e+00
     1.0650e+03     1.4231e+00     1.0979e+00     1.5613e+00
     1.0655e+03     1.4221e+00     1.0968e+00     1.5603e+00
     1.0660e+03     1.4212e+00     1.0957e+00     1.5593e+00
     1.0665e+03     1.4201e+00     1.0945e+00     1.5583e+00
     1.0670e+03     1.4192e+00     1.0935e+00     1.5574e+00
     1.0675e+03     1.4183e+00     1.0924e+00     1.5564e+00
     1.0680e+03     1.4174e+00     1.0914e+00     1.5555e+00
     1.0685e+03     1.4166e+00     1.0904e+00     1.5546e+00
     1.0690e+03     1.4157e+00     1.0895e+00     1.5538e+00
     1.0695e+03     1.4149e+00     1.0885e+00     1.5530e+00
     1.0700e+03     1.4141e+00     1.0876e+00     1.5522e+00
     1.0705e+03     1.4134e+00     1.0867e+00     1.5514e+00
     1.0710e+03     1.4126e+00     1.0859e+00     1.5507e+00
     1.0715e+03     1.4119e+00     1.0850e+00     1.5499e+00
     1.0720e+03     1.4112e+00     1.0842e+00     1.5492e+00
     1.0725e+03     1.4105e+00     1.0834e+00     1.5485e+00
     1.0730e+03     1.4099e+00     1.0826e+00     1.5479e+00
     1.0735e+03     1.4092e+00     1.0818e+00     1.5472e+00
     1.0740e+03     1.4086e+00     1.0811e+00     1.5466e+00
     1.0745e+03     1.4080e+00     1.0803e+00     1.5460e+00
     1.0750e+03     1.4074e+00     1.0796e+00     1.5453e+00
     1.0755e+03     1.4068e+00     1.0789e+00     1.5448e+00
     1.0760e+03     1.4062e+00     1.0781e+00     1.5441e+00
     1.0765e+03     1.4057e+00     1.0774e+00     1.5436e+00
     1.0770e+03     1.4052e+00     1.0768e+00     1.5430e+00
     1.0775e+03     1.4046e+00     1.0762e+00     1.5425e+00
     1.0780e+03     1.4042e+00     1.0755e+00     1.5420e+00
     1.0785e+03     1.4037e+00     1.0749e+00     1.5415e+00
     1.0790e+03     1.4032e+00     1.0743e+00     1.5410e+00
     1.0795e+03     1.4027e+00     1.0737e+00     1.5406e+00
     1.0800e+03     1.4023e+00     1.0732e+00     1.5401e+00
     1.0805e+03     1.4019e+00     1.0726e+00     1.5397e+00
     1.0810e+03     1.4015e+00     1.0721e+00     1.5393e+00
     1.0815e+03     1.4011e+00     1.0715e+00     1.5388e+00
     1.0820e+03     1.4007e+00     1.0710e+00     1.5384e+00
     1.0825e+03     1.4003e+00     1.0705e+00     1.5381e+00
     1.0830e+03     1.3999e+00     1.0700e+00     1.5377e+00
     1.0835e+03     1.3996e+00     1.0695e+00     1.5373e+00
     1.0840e+03     1.3992e+00     1.0691e+00     1.5370e+00
     1.0845e+03     1.3989e+00     1.0686e+00     1.5366e+00
     1.0850e+03     1.3986e+00     1.0681e+00     1.5363e+00
     1.0855e+03     1.3982e+00     1.0677e+00     1.5359e+00
     1.0860e+03     1.3980e+00     1.0673e+00     1.5356e+00
     1.0865e+03     1.3977e+00     1.0668e+00     1.5353e+00
     1.0870e+03     1.3974e+00     1.0664e+00     1.5350e+00
     1.0875e+03     1.3971e+00     1.0660e+00     1.5347e+00
     1.0880e+03     1.3968e+00     1.0656e+00     1.5345e+00
     1.0885e+03     1.3966e+00     1.0652e+00     1.5342e+00
     1.0890e+03     1.3963e+00     1.0649e+00     1.5339e+00
     1.0895e+03     1.3960e+00     1.0644e+00     1.5336e+00
     1.0900e+03     1.3958e+00     1.0641e+00     1.5334e+00
     1.0905e+03     1.3956e+00     1.0637e+00     1.5331e+00
     1.0910e+03     1.3954e+00     1.0634e+00     1.5330e+00
     1.0915e+03     1.3952e+00     1.0631e+00     1.5328e+00
     1.0920e+03     1.3950e+00     1.0628e+00     1.5326e+00
     1.0925e+03     1.3948e+00     1.0624e+00     1.5324e+00
     1.0930e+03     1.3946e+00     1.0621e+00     1.5322e+00
     1.0935e+03     1.3944e+00     1.0618e+00     1.5319e+00
     1.0940e+03     1.3942e+00     1.0615e+00     1.5317e+00
     1.0945e+03     1.3941e+00     1.0612e+00     1.5315e+00
     1.0950e+03     1.3939e+00     1.0609e+00     1.5314e+00
     1.0955e+03     1.3937e+00     1.0606e+00     1.5312e+00
     1.0960e+03     1.3936e+00     1.0603e+00     1.5311e+00
     1.0965e+03     1.3935e+00     1.0601e+00     1.5309e+00
     1.0970e+03     1.3933e+00     1.0598e+00     1.5308e+00
     1.0975e+03     1.3932e+00     1.0596e+00     1.5306e+00
     1.0980e+03     1.3931e+00     1.0593e+00     1.5305e+00
     1.0985e+03     1.3930e+00     1.0591e+00     1.5304e+00
     1.0990e+03     1.3929e+00     1.0588e+00     1.5303e+00
     1.0995e+03     1.3928e+00     1.0586e+00     1.5302e+00
     1.1000e+03     1.3927e+00     1.0584e+00     1.5301e+00
     1.1005e+03     1.3926e+00     1.0582e+00     1.5300e+00
     1.1010e+03     1.3925e+00     1.0579e+00     1.5299e+00
     1.1015e+03     1.3924e+00     1.0577e+00     1.5298e+00
     1.1020e+03     1.3923e+00     1.0575e+00     1.5297e+00
     1.1025e+03     1.3923e+00     1.0573e+00     1.5296e+00
     1.1030e+03     1.3922e+00     1.0571e+00     1.5295e+00
     1.1035e+03     1.3921e+00     1.0569e+00     1.5294e+00
     1.1040e+03     1.3921e+00     1.0568e+00     1.5294e+00
     1.1045e+03     1.3920e+00     1.0566e+00     1.5293e+00
     1.1050e+03     1.3920e+00     1.0564e+00     1.5293e+00
     1.1055e+03     1.3919e+00     1.0562e+00     1.5291e+00
     1.1060e+03     1.3918e+00     1.0560e+00     1.5291e+00
     1.1065e+03     1.3918e+00     1.0558e+00     1.5291e+00
     1.1070e+03     1.3918e+00     1.0557e+00     1.5290e+00
     1.1075e+03     1.3917e+00     1.0555e+00     1.5290e+00
     1.1080e+03     1.3917e+00     1.0554e+00     1.5289e+00
     1.1085e+03     1.3917e+00     1.0552e+00     1.5289e+00
     1.1090e+03     1.3917e+00     1.0551e+00     1.5289e+00
     1.1095e+03     1.3917e+00     1.0549e+00     1.5289e+00
     1.1100e+03     1.3917e+00     1.0548e+00     1.5289e+00
     1.1105e+03     1.3917e+00     1.0547e+00     1.5288e+00
     1.1110e+03     1.3917e+00     1.0546e+00     1.5288e+00
     1.1115e+03     1.3917e+00     1.0544e+00     1.5288e+00
     1.1120e+03     1.3917e+00     1.0543e+00     1.5288e+00
     1.1125e+03     1.3917e+00     1.0542e+00     1.5288e+00
     1.1130e+03     1.3917e+00     1.0541e+00     1.5288e+00
     1.1135e+03     1.3917e+00     1.0540e+00     1.5288e+00
     1.1140e+03     1.3917e+00     1.0539e+00     1.5289e+00
     1.1145e+03     1.3918e+00     1.0538e+00     1.5289e+00
     1.1150e+03     1.3918e+00     1.0537e+00     1.5289e+00
     1.1155e+03     1.3918e+00     1.0536e+00     1.5289e+00
     1.1160e+03     1.3918e+00     1.0535e+00     1.5289e+00
     1.1165e+03     1.3919e+00     1.0534e+00     1.5290e+00
     1.1170e+03     1.3919e+00     1.0533e+00     1.5290e+00
     1.1175e+03     1.3920e+00     1.0532e+00     1.5290e+00
     1.1180e+03     1.3920e+00     1.0531e+00     1.5290e+00
     1.1185e+03     1.3921e+00     1.0531e+00     1.5291e+00
