# 14N(p,gamma)15O S-factor potential model data
# Source: Xu et al. 2013
#
# data = SC87, IM05, RU05, BE06b, LE06b
#
# Units:
#  E - keV
#  S - keV barn
#
     E              S              S_min          S_max
     1.1275e+03     1.3933e+00     1.0521e+00     1.5302e+00
     1.1280e+03     1.3934e+00     1.0520e+00     1.5302e+00
     1.1285e+03     1.3935e+00     1.0520e+00     1.5303e+00
     1.1290e+03     1.3936e+00     1.0520e+00     1.5304e+00
     1.1295e+03     1.3937e+00     1.0519e+00     1.5305e+00
     1.1300e+03     1.3938e+00     1.0519e+00     1.5306e+00
     1.1305e+03     1.3939e+00     1.0519e+00     1.5307e+00
     1.1310e+03     1.3940e+00     1.0519e+00     1.5308e+00
     1.1315e+03     1.3941e+00     1.0518e+00     1.5309e+00
     1.1320e+03     1.3942e+00     1.0518e+00     1.5310e+00
     1.1325e+03     1.3943e+00     1.0518e+00     1.5311e+00
     1.1330e+03     1.3944e+00     1.0518e+00     1.5312e+00
     1.1335e+03     1.3945e+00     1.0518e+00     1.5313e+00
     1.1340e+03     1.3946e+00     1.0518e+00     1.5314e+00
     1.1345e+03     1.3948e+00     1.0518e+00     1.5315e+00
     1.1350e+03     1.3949e+00     1.0518e+00     1.5316e+00
     1.1355e+03     1.3950e+00     1.0518e+00     1.5317e+00
     1.1360e+03     1.3951e+00     1.0517e+00     1.5318e+00
     1.1365e+03     1.3952e+00     1.0517e+00     1.5319e+00
     1.1370e+03     1.3954e+00     1.0517e+00     1.5320e+00
     1.1375e+03     1.3955e+00     1.0517e+00     1.5322e+00
     1.1380e+03     1.3956e+00     1.0518e+00     1.5323e+00
     1.1385e+03     1.3958e+00     1.0518e+00     1.5324e+00
     1.1390e+03     1.3959e+00     1.0518e+00     1.5325e+00
     1.1395e+03     1.3960e+00     1.0518e+00     1.5326e+00
     1.1400e+03     1.3962e+00     1.0518e+00     1.5328e+00
     1.1405e+03     1.3963e+00     1.0518e+00     1.5329e+00
     1.1410e+03     1.3964e+00     1.0518e+00     1.5330e+00
     1.1415e+03     1.3966e+00     1.0518e+00     1.5331e+00
     1.1420e+03     1.3967e+00     1.0518e+00     1.5333e+00
     1.1425e+03     1.3968e+00     1.0518e+00     1.5334e+00
     1.1430e+03     1.3970e+00     1.0518e+00     1.5335e+00
     1.1435e+03     1.3971e+00     1.0519e+00     1.5337e+00
     1.1440e+03     1.3973e+00     1.0519e+00     1.5338e+00
     1.1445e+03     1.3974e+00     1.0519e+00     1.5339e+00
     1.1450e+03     1.3976e+00     1.0519e+00     1.5341e+00
     1.1455e+03     1.3977e+00     1.0520e+00     1.5342e+00
     1.1460e+03     1.3978e+00     1.0520e+00     1.5343e+00
     1.1465e+03     1.3980e+00     1.0520e+00     1.5345e+00
     1.1470e+03     1.3982e+00     1.0520e+00     1.5346e+00
     1.1475e+03     1.3983e+00     1.0521e+00     1.5348e+00
     1.1480e+03     1.3985e+00     1.0521e+00     1.5349e+00
     1.1485e+03     1.3986e+00     1.0521e+00     1.5350e+00
     1.1490e+03     1.3988e+00     1.0522e+00     1.5352e+00
     1.1495e+03     1.3989e+00     1.0522e+00     1.5354e+00
     1.1500e+03     1.3991e+00     1.0522e+00     1.5355e+00
     1.1505e+03     1.3992e+00     1.0523e+00     1.5357e+00
     1.1510e+03     1.3994e+00     1.0523e+00     1.5358e+00
     1.1515e+03     1.3996e+00     1.0524e+00     1.5360e+00
     1.1520e+03     1.3997e+00     1.0524e+00     1.5361e+00
     1.1525e+03     1.3999e+00     1.0524e+00     1.5363e+00
     1.1530e+03     1.4001e+00     1.0525e+00     1.5364e+00
     1.1535e+03     1.4002e+00     1.0525e+00     1.5366e+00
     1.1540e+03     1.4004e+00     1.0526e+00     1.5367e+00
     1.1545e+03     1.4006e+00     1.0526e+00     1.5369e+00
     1.1550e+03     1.4007e+00     1.0527e+00     1.5371e+00
     1.1555e+03     1.4009e+00     1.0527e+00     1.5372e+00
     1.1560e+03     1.4010e+00     1.0527e+00     1.5373e+00
     1.1565e+03     1.4012e+00     1.0527e+00     1.5375e+00
     1.1570e+03     1.4013e+00     1.0528e+00     1.5376e+00
     1.1575e+03     1.4015e+00     1.0528e+00     1.5378e+00
     1.1580e+03     1.4017e+00     1.0529e+00     1.5380e+00
     1.1585e+03     1.4019e+00     1.0530e+00     1.5381e+00
     1.1590e+03     1.4020e+00     1.0530e+00     1.5383e+00
     1.1595e+03     1.4022e+00     1.0531e+00     1.5385e+00
     1.1600e+03     1.4024e+00     1.0531e+00     1.5386e+00
     1.1605e+03     1.4026e+00     1.0532e+00     1.5388e+00
     1.1610e+03     1.4028e+00     1.0533e+00     1.5391e+00
     1.1615e+03     1.4030e+00     1.0534e+00     1.5392e+00
     1.1620e+03     1.4032e+00     1.0534e+00     1.5394e+00
     1.1625e+03     1.4034e+00     1.0535e+00     1.5396e+00
     1.1630e+03     1.4036e+00     1.0535e+00     1.5397e+00
     1.1635e+03     1.4037e+00     1.0536e+00     1.5399e+00
     1.1640e+03     1.4039e+00     1.0537e+00     1.5401e+00
     1.1645e+03     1.4041e+00     1.0537e+00     1.5403e+00
     1.1650e+03     1.4043e+00     1.0538e+00     1.5405e+00
     1.1655e+03     1.4045e+00     1.0539e+00     1.5406e+00
     1.1660e+03     1.4047e+00     1.0540e+00     1.5408e+00
     1.1665e+03     1.4049e+00     1.0540e+00     1.5410e+00
     1.1670e+03     1.4051e+00     1.0541e+00     1.5412e+00
     1.1675e+03     1.4053e+00     1.0542e+00     1.5414e+00
     1.1680e+03     1.4055e+00     1.0542e+00     1.5416e+00
     1.1685e+03     1.4056e+00     1.0543e+00     1.5417e+00
     1.1690e+03     1.4059e+00     1.0544e+00     1.5419e+00
     1.1695e+03     1.4060e+00     1.0545e+00     1.5421e+00
     1.1700e+03     1.4062e+00     1.0545e+00     1.5423e+00
     1.1705e+03     1.4064e+00     1.0546e+00     1.5425e+00
     1.1710e+03     1.4066e+00     1.0547e+00     1.5427e+00
     1.1715e+03     1.4068e+00     1.0548e+00     1.5429e+00
     1.1720e+03     1.4070e+00     1.0549e+00     1.5430e+00
     1.1725e+03     1.4072e+00     1.0549e+00     1.5433e+00
     1.1730e+03     1.4074e+00     1.0550e+00     1.5434e+00
     1.1735e+03     1.4076e+00     1.0551e+00     1.5436e+00
     1.1740e+03     1.4078e+00     1.0552e+00     1.5438e+00
     1.1745e+03     1.4080e+00     1.0553e+00     1.5440e+00
     1.1750e+03     1.4082e+00     1.0553e+00     1.5442e+00
     1.1755e+03     1.4084e+00     1.0554e+00     1.5444e+00
     1.1760e+03     1.4087e+00     1.0555e+00     1.5446e+00
     1.1765e+03     1.4089e+00     1.0556e+00     1.5448e+00
     1.1770e+03     1.4091e+00     1.0557e+00     1.5450e+00
     1.1775e+03     1.4093e+00     1.0558e+00     1.5452e+00
     1.1780e+03     1.4095e+00     1.0559e+00     1.5454e+00
     1.1785e+03     1.4097e+00     1.0560e+00     1.5456e+00
     1.1790e+03     1.4099e+00     1.0560e+00     1.5458e+00
     1.1795e+03     1.4101e+00     1.0561e+00     1.5460e+00
     1.1800e+03     1.4103e+00     1.0562e+00     1.5462e+00
     1.1805e+03     1.4105e+00     1.0563e+00     1.5464e+00
     1.1810e+03     1.4107e+00     1.0564e+00     1.5466e+00
     1.1815e+03     1.4110e+00     1.0565e+00     1.5468e+00
     1.1820e+03     1.4112e+00     1.0566e+00     1.5470e+00
     1.1825e+03     1.4114e+00     1.0567e+00     1.5472e+00
     1.1830e+03     1.4116e+00     1.0568e+00     1.5474e+00
     1.1835e+03     1.4118e+00     1.0569e+00     1.5476e+00
     1.1840e+03     1.4120e+00     1.0570e+00     1.5479e+00
     1.1845e+03     1.4123e+00     1.0571e+00     1.5481e+00
     1.1850e+03     1.4125e+00     1.0572e+00     1.5482e+00
     1.1855e+03     1.4127e+00     1.0573e+00     1.5485e+00
     1.1860e+03     1.4129e+00     1.0574e+00     1.5487e+00
     1.1865e+03     1.4132e+00     1.0576e+00     1.5490e+00
     1.1870e+03     1.4134e+00     1.0577e+00     1.5492e+00
     1.1875e+03     1.4136e+00     1.0578e+00     1.5494e+00
     1.1880e+03     1.4139e+00     1.0579e+00     1.5496e+00
     1.1885e+03     1.4141e+00     1.0580e+00     1.5498e+00
     1.1890e+03     1.4143e+00     1.0581e+00     1.5500e+00
     1.1895e+03     1.4146e+00     1.0582e+00     1.5503e+00
     1.1900e+03     1.4148e+00     1.0583e+00     1.5505e+00
     1.1905e+03     1.4150e+00     1.0584e+00     1.5507e+00
     1.1910e+03     1.4152e+00     1.0585e+00     1.5509e+00
     1.1915e+03     1.4155e+00     1.0586e+00     1.5511e+00
     1.1920e+03     1.4157e+00     1.0587e+00     1.5513e+00
     1.1925e+03     1.4159e+00     1.0589e+00     1.5516e+00
     1.1930e+03     1.4161e+00     1.0590e+00     1.5518e+00
     1.1935e+03     1.4164e+00     1.0591e+00     1.5520e+00
     1.1940e+03     1.4166e+00     1.0592e+00     1.5522e+00
     1.1945e+03     1.4168e+00     1.0593e+00     1.5525e+00
     1.1950e+03     1.4171e+00     1.0594e+00     1.5527e+00
     1.1955e+03     1.4173e+00     1.0595e+00     1.5529e+00
     1.1960e+03     1.4175e+00     1.0597e+00     1.5531e+00
     1.1965e+03     1.4178e+00     1.0598e+00     1.5534e+00
     1.1970e+03     1.4180e+00     1.0599e+00     1.5536e+00
     1.1975e+03     1.4182e+00     1.0600e+00     1.5538e+00
     1.1980e+03     1.4185e+00     1.0601e+00     1.5541e+00
     1.1985e+03     1.4187e+00     1.0603e+00     1.5543e+00
     1.1990e+03     1.4190e+00     1.0604e+00     1.5545e+00
     1.1995e+03     1.4192e+00     1.0605e+00     1.5547e+00
     1.2000e+03     1.4194e+00     1.0606e+00     1.5550e+00
     1.2005e+03     1.4197e+00     1.0608e+00     1.5552e+00
     1.2010e+03     1.4199e+00     1.0609e+00     1.5554e+00
     1.2015e+03     1.4202e+00     1.0610e+00     1.5557e+00
     1.2020e+03     1.4204e+00     1.0611e+00     1.5559e+00
     1.2025e+03     1.4206e+00     1.0613e+00     1.5561e+00
     1.2030e+03     1.4209e+00     1.0614e+00     1.5564e+00
     1.2035e+03     1.4211e+00     1.0615e+00     1.5566e+00
     1.2040e+03     1.4214e+00     1.0616e+00     1.5568e+00
     1.2045e+03     1.4217e+00     1.0618e+00     1.5571e+00
     1.2050e+03     1.4219e+00     1.0620e+00     1.5574e+00
     1.2055e+03     1.4222e+00     1.0621e+00     1.5576e+00
     1.2060e+03     1.4224e+00     1.0622e+00     1.5579e+00
     1.2065e+03     1.4227e+00     1.0624e+00     1.5581e+00
     1.2070e+03     1.4229e+00     1.0625e+00     1.5584e+00
     1.2075e+03     1.4232e+00     1.0626e+00     1.5586e+00
     1.2080e+03     1.4234e+00     1.0628e+00     1.5588e+00
     1.2085e+03     1.4237e+00     1.0629e+00     1.5591e+00
     1.2090e+03     1.4239e+00     1.0631e+00     1.5593e+00
     1.2095e+03     1.4242e+00     1.0632e+00     1.5596e+00
     1.2100e+03     1.4244e+00     1.0633e+00     1.5598e+00
     1.2105e+03     1.4247e+00     1.0635e+00     1.5600e+00
     1.2110e+03     1.4250e+00     1.0636e+00     1.5603e+00
     1.2115e+03     1.4252e+00     1.0637e+00     1.5605e+00
     1.2120e+03     1.4255e+00     1.0639e+00     1.5608e+00
     1.2125e+03     1.4257e+00     1.0640e+00     1.5610e+00
     1.2130e+03     1.4260e+00     1.0642e+00     1.5613e+00
     1.2135e+03     1.4262e+00     1.0643e+00     1.5615e+00
     1.2140e+03     1.4265e+00     1.0645e+00     1.5618e+00
     1.2145e+03     1.4268e+00     1.0646e+00     1.5620e+00
     1.2150e+03     1.4271e+00     1.0648e+00     1.5624e+00
     1.2155e+03     1.4273e+00     1.0650e+00     1.5626e+00
     1.2160e+03     1.4276e+00     1.0651e+00     1.5629e+00
     1.2165e+03     1.4279e+00     1.0653e+00     1.5631e+00
     1.2170e+03     1.4281e+00     1.0654e+00     1.5634e+00
     1.2175e+03     1.4284e+00     1.0656e+00     1.5636e+00
     1.2180e+03     1.4287e+00     1.0657e+00     1.5639e+00
     1.2185e+03     1.4289e+00     1.0659e+00     1.5641e+00
     1.2190e+03     1.4292e+00     1.0660e+00     1.5644e+00
     1.2195e+03     1.4295e+00     1.0662e+00     1.5647e+00
     1.2200e+03     1.4298e+00     1.0663e+00     1.5650e+00
     1.2205e+03     1.4300e+00     1.0665e+00     1.5652e+00
     1.2210e+03     1.4303e+00     1.0666e+00     1.5655e+00
     1.2215e+03     1.4306e+00     1.0668e+00     1.5657e+00
     1.2220e+03     1.4308e+00     1.0669e+00     1.5660e+00
     1.2225e+03     1.4311e+00     1.0671e+00     1.5663e+00
     1.2230e+03     1.4314e+00     1.0673e+00     1.5665e+00
     1.2235e+03     1.4317e+00     1.0674e+00     1.5668e+00
     1.2240e+03     1.4319e+00     1.0676e+00     1.5670e+00
     1.2245e+03     1.4322e+00     1.0677e+00     1.5673e+00
     1.2250e+03     1.4325e+00     1.0679e+00     1.5676e+00
     1.2255e+03     1.4328e+00     1.0681e+00     1.5679e+00
     1.2260e+03     1.4330e+00     1.0682e+00     1.5681e+00
     1.2265e+03     1.4333e+00     1.0684e+00     1.5684e+00
     1.2270e+03     1.4336e+00     1.0686e+00     1.5687e+00
     1.2275e+03     1.4339e+00     1.0687e+00     1.5690e+00
     1.2280e+03     1.4342e+00     1.0689e+00     1.5692e+00
     1.2285e+03     1.4344e+00     1.0691e+00     1.5695e+00
     1.2290e+03     1.4347e+00     1.0692e+00     1.5698e+00
     1.2295e+03     1.4350e+00     1.0694e+00     1.5701e+00
     1.2300e+03     1.4353e+00     1.0696e+00     1.5703e+00
     1.2305e+03     1.4356e+00     1.0698e+00     1.5707e+00
     1.2310e+03     1.4359e+00     1.0700e+00     1.5710e+00
     1.2315e+03     1.4362e+00     1.0702e+00     1.5712e+00
     1.2320e+03     1.4365e+00     1.0703e+00     1.5715e+00
     1.2325e+03     1.4368e+00     1.0705e+00     1.5718e+00
     1.2330e+03     1.4371e+00     1.0707e+00     1.5721e+00
     1.2335e+03     1.4374e+00     1.0709e+00     1.5724e+00
     1.2340e+03     1.4377e+00     1.0710e+00     1.5726e+00
     1.2345e+03     1.4379e+00     1.0712e+00     1.5729e+00
     1.2350e+03     1.4383e+00     1.0714e+00     1.5732e+00
     1.2355e+03     1.4385e+00     1.0716e+00     1.5735e+00
     1.2360e+03     1.4388e+00     1.0718e+00     1.5738e+00
     1.2365e+03     1.4391e+00     1.0720e+00     1.5741e+00
     1.2370e+03     1.4394e+00     1.0721e+00     1.5744e+00
     1.2375e+03     1.4397e+00     1.0723e+00     1.5747e+00
     1.2380e+03     1.4400e+00     1.0725e+00     1.5749e+00
     1.2385e+03     1.4403e+00     1.0727e+00     1.5752e+00
     1.2390e+03     1.4406e+00     1.0729e+00     1.5755e+00
     1.2395e+03     1.4409e+00     1.0731e+00     1.5758e+00
     1.2400e+03     1.4413e+00     1.0733e+00     1.5762e+00
     1.2405e+03     1.4416e+00     1.0735e+00     1.5765e+00
     1.2410e+03     1.4419e+00     1.0737e+00     1.5768e+00
     1.2415e+03     1.4422e+00     1.0739e+00     1.5771e+00
     1.2420e+03     1.4425e+00     1.0741e+00     1.5774e+00
     1.2425e+03     1.4428e+00     1.0743e+00     1.5777e+00
     1.2430e+03     1.4431e+00     1.0745e+00     1.5780e+00
     1.2435e+03     1.4434e+00     1.0747e+00     1.5783e+00
     1.2440e+03     1.4437e+00     1.0749e+00     1.5786e+00
     1.2445e+03     1.4441e+00     1.0751e+00     1.5789e+00
     1.2450e+03     1.4444e+00     1.0753e+00     1.5792e+00
     1.2455e+03     1.4447e+00     1.0755e+00     1.5795e+00
     1.2460e+03     1.4450e+00     1.0757e+00     1.5798e+00
     1.2465e+03     1.4453e+00     1.0759e+00     1.5801e+00
     1.2470e+03     1.4456e+00     1.0761e+00     1.5804e+00
     1.2475e+03     1.4460e+00     1.0763e+00     1.5807e+00
     1.2480e+03     1.4463e+00     1.0765e+00     1.5810e+00
     1.2485e+03     1.4466e+00     1.0767e+00     1.5813e+00
     1.2490e+03     1.4469e+00     1.0769e+00     1.5816e+00
     1.2495e+03     1.4473e+00     1.0772e+00     1.5820e+00
     1.2500e+03     1.4476e+00     1.0774e+00     1.5824e+00
     1.2505e+03     1.4479e+00     1.0776e+00     1.5827e+00
     1.2510e+03     1.4483e+00     1.0778e+00     1.5830e+00
     1.2515e+03     1.4486e+00     1.0781e+00     1.5833e+00
     1.2520e+03     1.4489e+00     1.0783e+00     1.5836e+00
     1.2525e+03     1.4492e+00     1.0785e+00     1.5839e+00
     1.2530e+03     1.4496e+00     1.0787e+00     1.5843e+00
     1.2535e+03     1.4499e+00     1.0789e+00     1.5846e+00
     1.2540e+03     1.4502e+00     1.0792e+00     1.5849e+00
     1.2545e+03     1.4506e+00     1.0794e+00     1.5852e+00
     1.2550e+03     1.4509e+00     1.0796e+00     1.5856e+00
     1.2555e+03     1.4513e+00     1.0798e+00     1.5859e+00
     1.2560e+03     1.4516e+00     1.0801e+00     1.5862e+00
     1.2565e+03     1.4519e+00     1.0803e+00     1.5865e+00
     1.2570e+03     1.4523e+00     1.0805e+00     1.5869e+00
     1.2575e+03     1.4526e+00     1.0807e+00     1.5872e+00
     1.2580e+03     1.4529e+00     1.0810e+00     1.5875e+00
     1.2585e+03     1.4533e+00     1.0812e+00     1.5879e+00
     1.2590e+03     1.4537e+00     1.0815e+00     1.5883e+00
     1.2595e+03     1.4540e+00     1.0817e+00     1.5886e+00
     1.2600e+03     1.4544e+00     1.0820e+00     1.5890e+00
     1.2605e+03     1.4547e+00     1.0822e+00     1.5893e+00
     1.2610e+03     1.4551e+00     1.0824e+00     1.5896e+00
     1.2615e+03     1.4554e+00     1.0827e+00     1.5900e+00
     1.2620e+03     1.4558e+00     1.0829e+00     1.5903e+00
     1.2625e+03     1.4561e+00     1.0832e+00     1.5907e+00
     1.2630e+03     1.4565e+00     1.0834e+00     1.5910e+00
     1.2635e+03     1.4569e+00     1.0837e+00     1.5914e+00
     1.2640e+03     1.4572e+00     1.0840e+00     1.5918e+00
     1.2645e+03     1.4576e+00     1.0842e+00     1.5921e+00
     1.2650e+03     1.4579e+00     1.0845e+00     1.5925e+00
     1.2655e+03     1.4583e+00     1.0847e+00     1.5928e+00
     1.2660e+03     1.4587e+00     1.0850e+00     1.5932e+00
     1.2665e+03     1.4591e+00     1.0852e+00     1.5935e+00
     1.2670e+03     1.4594e+00     1.0855e+00     1.5939e+00
     1.2675e+03     1.4598e+00     1.0857e+00     1.5942e+00
     1.2680e+03     1.4602e+00     1.0860e+00     1.5946e+00
     1.2685e+03     1.4605e+00     1.0862e+00     1.5950e+00
     1.2690e+03     1.4609e+00     1.0865e+00     1.5953e+00
     1.2695e+03     1.4613e+00     1.0868e+00     1.5957e+00
     1.2700e+03     1.4616e+00     1.0870e+00     1.5961e+00
     1.2705e+03     1.4620e+00     1.0873e+00     1.5964e+00
     1.2710e+03     1.4624e+00     1.0876e+00     1.5968e+00
     1.2715e+03     1.4628e+00     1.0878e+00     1.5972e+00
     1.2720e+03     1.4632e+00     1.0881e+00     1.5976e+00
     1.2725e+03     1.4635e+00     1.0884e+00     1.5979e+00
     1.2730e+03     1.4640e+00     1.0887e+00     1.5984e+00
     1.2735e+03     1.4644e+00     1.0890e+00     1.5988e+00
     1.2740e+03     1.4648e+00     1.0893e+00     1.5991e+00
     1.2745e+03     1.4651e+00     1.0895e+00     1.5995e+00
     1.2750e+03     1.4655e+00     1.0898e+00     1.5999e+00
     1.2755e+03     1.4659e+00     1.0901e+00     1.6003e+00
     1.2760e+03     1.4663e+00     1.0904e+00     1.6007e+00
     1.2765e+03     1.4667e+00     1.0907e+00     1.6011e+00
     1.2770e+03     1.4671e+00     1.0910e+00     1.6014e+00
     1.2775e+03     1.4675e+00     1.0912e+00     1.6018e+00
     1.2780e+03     1.4680e+00     1.0916e+00     1.6023e+00
     1.2785e+03     1.4683e+00     1.0919e+00     1.6027e+00
     1.2790e+03     1.4687e+00     1.0922e+00     1.6031e+00
     1.2795e+03     1.4692e+00     1.0925e+00     1.6035e+00
     1.2800e+03     1.4695e+00     1.0928e+00     1.6039e+00
     1.2805e+03     1.4700e+00     1.0931e+00     1.6043e+00
     1.2810e+03     1.4704e+00     1.0934e+00     1.6047e+00
     1.2815e+03     1.4708e+00     1.0937e+00     1.6051e+00
     1.2820e+03     1.4712e+00     1.0940e+00     1.6055e+00
     1.2825e+03     1.4716e+00     1.0943e+00     1.6059e+00
     1.2830e+03     1.4720e+00     1.0946e+00     1.6063e+00
     1.2835e+03     1.4725e+00     1.0949e+00     1.6067e+00
     1.2840e+03     1.4729e+00     1.0952e+00     1.6071e+00
     1.2845e+03     1.4733e+00     1.0955e+00     1.6076e+00
     1.2850e+03     1.4737e+00     1.0959e+00     1.6080e+00
     1.2855e+03     1.4742e+00     1.0962e+00     1.6084e+00
     1.2860e+03     1.4746e+00     1.0965e+00     1.6088e+00
     1.2865e+03     1.4750e+00     1.0968e+00     1.6092e+00
     1.2870e+03     1.4754e+00     1.0971e+00     1.6096e+00
     1.2875e+03     1.4759e+00     1.0975e+00     1.6101e+00
     1.2880e+03     1.4763e+00     1.0978e+00     1.6105e+00
     1.2885e+03     1.4768e+00     1.0982e+00     1.6110e+00
     1.2890e+03     1.4773e+00     1.0985e+00     1.6114e+00
     1.2895e+03     1.4777e+00     1.0989e+00     1.6119e+00
     1.2900e+03     1.4781e+00     1.0992e+00     1.6123e+00
     1.2905e+03     1.4786e+00     1.0995e+00     1.6128e+00
     1.2910e+03     1.4790e+00     1.0999e+00     1.6132e+00
     1.2915e+03     1.4795e+00     1.1002e+00     1.6137e+00
     1.2920e+03     1.4799e+00     1.1006e+00     1.6141e+00
     1.2925e+03     1.4804e+00     1.1009e+00     1.6146e+00
     1.2930e+03     1.4809e+00     1.1013e+00     1.6150e+00
     1.2935e+03     1.4814e+00     1.1017e+00     1.6155e+00
     1.2940e+03     1.4819e+00     1.1020e+00     1.6160e+00
     1.2945e+03     1.4823e+00     1.1024e+00     1.6165e+00
     1.2950e+03     1.4828e+00     1.1028e+00     1.6169e+00
     1.2955e+03     1.4832e+00     1.1031e+00     1.6174e+00
     1.2960e+03     1.4837e+00     1.1035e+00     1.6178e+00
     1.2965e+03     1.4842e+00     1.1039e+00     1.6183e+00
     1.2970e+03     1.4847e+00     1.1042e+00     1.6188e+00
     1.2975e+03     1.4852e+00     1.1046e+00     1.6193e+00
     1.2980e+03     1.4856e+00     1.1050e+00     1.6197e+00
     1.2985e+03     1.4861e+00     1.1054e+00     1.6202e+00
     1.2990e+03     1.4867e+00     1.1058e+00     1.6207e+00
     1.2995e+03     1.4872e+00     1.1062e+00     1.6212e+00
     1.3000e+03     1.4877e+00     1.1066e+00     1.6217e+00
     1.3005e+03     1.4882e+00     1.1070e+00     1.6222e+00
     1.3010e+03     1.4887e+00     1.1074e+00     1.6227e+00
     1.3015e+03     1.4891e+00     1.1078e+00     1.6232e+00
     1.3020e+03     1.4897e+00     1.1082e+00     1.6237e+00
     1.3025e+03     1.4902e+00     1.1086e+00     1.6242e+00
     1.3030e+03     1.4907e+00     1.1090e+00     1.6247e+00
     1.3035e+03     1.4912e+00     1.1094e+00     1.6252e+00
     1.3040e+03     1.4917e+00     1.1098e+00     1.6257e+00
     1.3045e+03     1.4922e+00     1.1102e+00     1.6262e+00
     1.3050e+03     1.4928e+00     1.1107e+00     1.6268e+00
     1.3055e+03     1.4933e+00     1.1111e+00     1.6273e+00
     1.3060e+03     1.4939e+00     1.1115e+00     1.6279e+00
     1.3065e+03     1.4944e+00     1.1119e+00     1.6284e+00
     1.3070e+03     1.4949e+00     1.1124e+00     1.6289e+00
     1.3075e+03     1.4955e+00     1.1128e+00     1.6294e+00
     1.3080e+03     1.4960e+00     1.1132e+00     1.6300e+00
     1.3085e+03     1.4966e+00     1.1137e+00     1.6305e+00
     1.3090e+03     1.4971e+00     1.1141e+00     1.6311e+00
     1.3095e+03     1.4977e+00     1.1146e+00     1.6316e+00
     1.3100e+03     1.4982e+00     1.1150e+00     1.6322e+00
     1.3105e+03     1.4988e+00     1.1155e+00     1.6327e+00
     1.3110e+03     1.4994e+00     1.1160e+00     1.6333e+00
     1.3115e+03     1.5000e+00     1.1164e+00     1.6339e+00
     1.3120e+03     1.5005e+00     1.1169e+00     1.6345e+00
     1.3125e+03     1.5011e+00     1.1174e+00     1.6350e+00
     1.3130e+03     1.5017e+00     1.1178e+00     1.6356e+00
     1.3135e+03     1.5022e+00     1.1183e+00     1.6362e+00
     1.3140e+03     1.5028e+00     1.1188e+00     1.6367e+00
     1.3145e+03     1.5034e+00     1.1192e+00     1.6373e+00
     1.3150e+03     1.5040e+00     1.1197e+00     1.6379e+00
     1.3155e+03     1.5046e+00     1.1202e+00     1.6385e+00
     1.3160e+03     1.5052e+00     1.1207e+00     1.6391e+00
     1.3165e+03     1.5058e+00     1.1212e+00     1.6397e+00
     1.3170e+03     1.5064e+00     1.1217e+00     1.6403e+00
     1.3175e+03     1.5071e+00     1.1223e+00     1.6409e+00
     1.3180e+03     1.5077e+00     1.1228e+00     1.6415e+00
     1.3185e+03     1.5083e+00     1.1233e+00     1.6421e+00
     1.3190e+03     1.5089e+00     1.1238e+00     1.6428e+00
     1.3195e+03     1.5095e+00     1.1243e+00     1.6434e+00
     1.3200e+03     1.5102e+00     1.1249e+00     1.6441e+00
     1.3205e+03     1.5108e+00     1.1254e+00     1.6447e+00
     1.3210e+03     1.5114e+00     1.1259e+00     1.6453e+00
     1.3215e+03     1.5121e+00     1.1265e+00     1.6459e+00
     1.3220e+03     1.5127e+00     1.1270e+00     1.6466e+00
     1.3225e+03     1.5134e+00     1.1275e+00     1.6472e+00
     1.3230e+03     1.5140e+00     1.1281e+00     1.6479e+00
     1.3235e+03     1.5147e+00     1.1287e+00     1.6485e+00
     1.3240e+03     1.5154e+00     1.1292e+00     1.6492e+00
     1.3245e+03     1.5160e+00     1.1298e+00     1.6499e+00
     1.3250e+03     1.5168e+00     1.1304e+00     1.6506e+00
     1.3255e+03     1.5175e+00     1.1310e+00     1.6513e+00
     1.3260e+03     1.5181e+00     1.1316e+00     1.6519e+00
     1.3265e+03     1.5188e+00     1.1321e+00     1.6526e+00
     1.3270e+03     1.5195e+00     1.1327e+00     1.6533e+00
     1.3275e+03     1.5202e+00     1.1334e+00     1.6540e+00
     1.3280e+03     1.5209e+00     1.1339e+00     1.6547e+00
     1.3285e+03     1.5217e+00     1.1346e+00     1.6555e+00
     1.3290e+03     1.5224e+00     1.1352e+00     1.6562e+00
     1.3295e+03     1.5231e+00     1.1358e+00     1.6569e+00
     1.3300e+03     1.5239e+00     1.1365e+00     1.6577e+00
     1.3305e+03     1.5246e+00     1.1371e+00     1.6584e+00
     1.3310e+03     1.5254e+00     1.1377e+00     1.6591e+00
     1.3315e+03     1.5261e+00     1.1384e+00     1.6599e+00
     1.3320e+03     1.5268e+00     1.1390e+00     1.6606e+00
     1.3325e+03     1.5276e+00     1.1397e+00     1.6614e+00
     1.3330e+03     1.5284e+00     1.1403e+00     1.6621e+00
     1.3335e+03     1.5292e+00     1.1411e+00     1.6630e+00
     1.3340e+03     1.5300e+00     1.1417e+00     1.6637e+00
     1.3345e+03     1.5307e+00     1.1424e+00     1.6645e+00
     1.3350e+03     1.5316e+00     1.1431e+00     1.6653e+00
     1.3355e+03     1.5323e+00     1.1438e+00     1.6661e+00
     1.3360e+03     1.5331e+00     1.1445e+00     1.6669e+00
     1.3365e+03     1.5339e+00     1.1452e+00     1.6677e+00
     1.3370e+03     1.5348e+00     1.1459e+00     1.6685e+00
     1.3375e+03     1.5356e+00     1.1466e+00     1.6693e+00
