Mass,Radius
1.3574,23.2783
2.1361,20.257
1.4874,40.149
1.0205,3.5287
1.6381,17.9769
1.6288,19.8442
1.3073,4.9842
2.0626,17.1379
0.9195,14.13
1.0768,41.5943
1.8164,24.9169
1.7961,24.6257
1.7726,37.4252
1.3076,30.5469
1.276,30.7214
1.3448,37.0235
1.5196,38.402
1.5209,39.6458
1.8466,46.986
1.3568,37.151
1.8005,59.9554
1.2989,46.062
1.8596,43.8047
1.6757,38.7848
1.6078,42.1072
1.7686,44.3429
1.2797,47.393
1.1556,5.2239
1.2464,41.9861
2.0893,19.5593
1.6246,23.2162
1.1139,25.3983
1.3133,45.6275
0.9961,18.4409
1.425,40.3539
1.8552,18.6494
1.7504,42.1548
1.0866,39.0293
1.1508,34.4198
1.5089,48.742
0.7864,17.5949
1.6223,4.6676
1.606,26.1026
1.376,19.3879
2.0255,16.3388
1.6864,38.8732
1.1838,34.1032
1.3174,24.4331
1.6775,23.8842
1.4245,35.5075
1.3717,46.8763
1.6734,39.1786
1.262,33.8322
1.1073,30.513
1.5308,33.2341
0.8117,29.9859
1.5285,37.5223
1.1755,18.5156
1.3662,34.9691
1.2575,35.8073
1.6825,28.2552
1.5706,30.8982
1.0899,13.0492
1.1741,12.3494
1.1769,31.2289
1.3144,27.0489
1.1683,47.7197
1.3966,31.4247
0.8057,18.3216
0.8885,28.3771
0.9139,11.503
1.3302,34.9558
1.161,27.2071
1.1488,32.5567
1.1238,21.1549
1.3819,38.4272
1.2422,33.1459
1.223,31.2278
1.2358,30.9626
1.0494,30.3354
1.1945,43.4
1.2665,4.0237
2.2464,47.6816
1.6135,36.2172
1.3144,24.539
2.4591,49.851
2.4056,60.3557
1.2322,44.0608
1.5156,45.9985
1.9484,46.9762
1.1981,42.4669
1.4247,53.3666
1.2176,40.6777
1.1513,38.0444
1.4402,34.1433
0.9743,44.3898
1.2151,29.5517
1.1391,15.1183
1.4414,4.3372
2.4658,54.2704
1.535,42.2725
1.6394,18.276
2.1018,53.6135
1.0392,28.3571
1.5942,4.7544
1.0576,46.6067
1.5444,48.8604
1.0669,25.2702
1.527,33.7633
1.942,27.3402
1.1077,38.9929
1.28,7.5052
0.9058,12.7988
1.166,42.8776
1.4257,25.8984
0.7017,3.0574
1.145,32.1728
0.7481,28.2468
1.7234,29.9689
1.3788,33.6451
1.1346,44.1561
0.8436,19.36
1.1725,17.3453
1.7349,5.8473
1.3395,31.8795
1.6168,4.7833
2.9053,25.4421
2.2421,42.5308
1.2829,38.8761
1.5628,39.8434
1.7054,41.1966
0.9125,21.124
1.2642,27.5151
2.0225,42.9273
1.441,28.0032
0.9382,20.5958
1.209,32.0784
1.0955,41.0998
1.4212,36.9118
1.4334,30.2076
1.8602,48.3744
2.0297,58.845
0.6321,27.8792
0.8976,19.3902
1.0701,17.3003
1.2782,50.7292
1.2462,16.0873
1.498,5.391
1.1364,21.5729
1.1545,40.4738
1.1544,32.7681
1.1431,24.6686
1.704,17.0026
1.425,23.522
0.9694,14.4937
1.4714,4.2559
1.284,38.4034
1.652,4.712
1.4656,38.8265
1.0711,3.9058
1.5126,24.3579
0.8487,23.1606
1.0057,31.4208
1.8173,5.7806
1.3181,48.9467
1.1106,13.7442
1.5785,33.1423
1.6973,30.6018
1.6846,37.2211
0.5749,25.2204
1.0318,32.73
1.3741,32.8305
0.4944,2.5641
1.0255,33.5677
2.1694,32.8415
1.5778,35.7738
1.2609,27.1007
2.1745,49.1086
1.264,28.8609
1.9569,53.605
1.3356,43.5693
1.3436,28.0866
1.364,34.2584
1.8937,35.9499
1.8719,36.8277
1.5873,38.6964
0.934,32.9179
1.162,22.7018
2.1907,48.9798
1.1641,26.8369
0.5493,2.7792
2.2631,26.8863
1.3671,37.1222
1.0038,35.6048
1.4338,31.9426
1.1166,22.5853
1.9076,47.9393
2.1323,32.4589
1.1924,36.4405
0.8472,18.4384
1.0647,45.7191
1.3083,41.6586
1.1688,38.2746
1.3479,23.4918
1.3131,38.7319
1.5723,35.24
4.2741,76.946
1.2997,47.3938
1.0744,13.9148
1.0643,39.6823
1.025,14.6202
1.2555,21.7712
1.0352,20.108
1.1215,18.1801
1.7096,23.0796
1.4785,35.1599
1.2007,35.0679
1.5268,30.028
1.2369,23.0669
1.4052,5.9651
0.4635,13.7967
0.9325,35.3333
1.6029,60.1047
1.3593,45.5226
1.3914,39.2187
1.0521,29.9849
0.7973,18.3668
1.3698,13.8224
1.4367,15.6419
2.8965,32.1534
0.4464,2.4824
1.4588,55.4898
1.5547,60.753
1.0704,48.5547
1.4175,47.5694
1.2699,44.0034
1.1037,46.7591
1.1113,38.9938
1.5483,40.4839
1.1865,20.3524
1.1956,34.6287
1.8937,50.0028
1.8465,48.5261
0.5331,9.4636
1.2623,36.2184
1.3429,9.5607
0.895,12.3369
1.4725,23.0788
1.0665,38.5849
1.098,22.3508
0.8604,33.3355
1.2694,50.9399
1.0662,22.5664
0.9967,24.341
0.9734,31.903
3.0497,71.4358
1.8555,47.1322
1.3164,23.4635
1.1945,27.3798
0.9651,34.9827
2.0592,25.8099
1.1381,30.1418
1.2755,37.911
1.6618,48.3446
1.1824,42.6385
1.2589,28.8329
2.0016,33.9523
2.0143,5.8055
1.3382,43.2342
1.4823,25.2077
2.0193,33.8503
1.7423,4.7058
1.5341,38.9172
1.4974,45.5097
2.1133,51.2079
2.0002,48.2268
1.1307,42.3436
1.657,51.9957
0.5848,42.8247
1.234,54.9652
1.0682,24.0324
1.5003,18.0839
1.1872,35.6415
1.2191,3.9859
1.1915,18.3435
1.1654,37.5646
1.4784,45.2535
1.5908,20.2186
1.6013,17.6466
1.2359,49.9025
0.9604,3.5422
2.4333,22.8223
0.8863,32.3028
1.4672,20.5443
1.6544,39.8357
1.7669,41.0439
1.7007,36.5852
1.3133,34.2139
1.5169,32.1908
0.8873,12.9905
0.6515,2.9027
0.709,23.5232
1.3002,48.1536
1.1832,46.1141
1.2771,39.8718
1.7101,47.1298
1.545,22.3766
1.1507,20.1626
1.2213,19.6928
1.3119,33.7777
1.1621,24.5131
1.2138,3.939
1.2937,37.0346
2.2612,56.5297
1.2195,3.9775
1.2241,33.065
1.136,29.4635
1.5371,32.1043
1.2196,3.936
2.0334,56.9619
1.651,20.8659
0.9997,19.9368
1.5505,7.1354
1.0075,16.602
1.0522,40.8197
1.2477,16.5248
1.6531,21.6832
1.3577,34.9124
1.4784,5.0329
1.085,30.9067
1.1784,18.8525
1.7465,28.0595
1.7453,23.5993
1.224,3.8752
1.3225,31.4849
1.2859,31.3541
1.1522,32.6762
1.4516,5.0962
1.5163,44.4196
1.3476,50.8746
1.2618,34.8421
1.6071,4.9258
1.3345,13.5779
1.179,45.3613
2.1184,58.4513
0.7651,43.6465
1.7242,5.4618
1.6156,4.8604
0.8585,21.6306
2.5697,6.4872
1.0431,19.7866
1.5519,42.5285
0.933,13.6752
