Mass       Radius     X          Y          c12        n14        o16        mu
0.99938    0.93075    0.73963    0.24335    0.05760    0.01708    0.15820    0.59832
0.99939    0.93130    0.73963    0.24335    0.05760    0.01708    0.15820    0.59832
0.99941    0.93185    0.73963    0.24335    0.05760    0.01708    0.15820    0.59832
0.99942    0.93239    0.73963    0.24335    0.05760    0.01708    0.15820    0.59832
0.99944    0.93293    0.73963    0.24335    0.05760    0.01708    0.15820    0.59832
0.99944    0.93346    0.73963    0.24335    0.05760    0.01708    0.15820    0.59832
0.99946    0.93399    0.73963    0.24335    0.05760    0.01708    0.15820    0.59832
0.99947    0.93452    0.73963    0.24335    0.05760    0.01708    0.15820    0.59832
0.99948    0.93504    0.73963    0.24335    0.05760    0.01708    0.15820    0.59832
0.99950    0.93555    0.73963    0.24335    0.05760    0.01708    0.15820    0.59832
0.99951    0.93607    0.73963    0.24335    0.05760    0.01708    0.15820    0.59832
0.99951    0.93657    0.73963    0.24335    0.05760    0.01708    0.15820    0.59832
0.99953    0.93708    0.73963    0.24335    0.05760    0.01708    0.15820    0.59832
0.99954    0.93758    0.73963    0.24335    0.05760    0.01708    0.15820    0.59832
0.99955    0.93807    0.73963    0.24335    0.05760    0.01708    0.15820    0.59832
0.99956    0.93856    0.73963    0.24335    0.05760    0.01708    0.15820    0.59832
0.99957    0.93905    0.73963    0.24335    0.05760    0.01708    0.15820    0.59832
0.99958    0.93954    0.73963    0.24335    0.05760    0.01708    0.15820    0.59832
0.99959    0.94001    0.73963    0.24335    0.05760    0.01708    0.15820    0.59832
0.99960    0.94049    0.73963    0.24335    0.05760    0.01708    0.15820    0.59832
0.99961    0.94096    0.73963    0.24335    0.05760    0.01708    0.15820    0.59832
0.99962    0.94143    0.73963    0.24335    0.05760    0.01708    0.15820    0.59832
0.99963    0.94189    0.73963    0.24335    0.05760    0.01708    0.15820    0.59832
0.99964    0.94236    0.73963    0.24335    0.05760    0.01708    0.15820    0.59832
0.99965    0.94281    0.73963    0.24335    0.05760    0.01708    0.15820    0.59832
0.99965    0.94326    0.73963    0.24335    0.05760    0.01708    0.15820    0.59832
0.99966    0.94371    0.73963    0.24335    0.05760    0.01708    0.15820    0.59832
0.99967    0.94416    0.73963    0.24335    0.05760    0.01708    0.15820    0.59832
0.99967    0.94460    0.73963    0.24335    0.05760    0.01708    0.15820    0.59832
0.99968    0.94504    0.73963    0.24335    0.05760    0.01708    0.15820    0.59832
0.99969    0.94548    0.73963    0.24335    0.05760    0.01708    0.15820    0.59832
0.99970    0.94591    0.73963    0.24335    0.05760    0.01708    0.15820    0.59832
0.99971    0.94633    0.73963    0.24335    0.05760    0.01708    0.15820    0.59832
0.99972    0.94676    0.73963    0.24335    0.05760    0.01708    0.15820    0.59832
1.00000    1.00000    0.73963    0.24335    0.05760    0.01708    0.15820    0.59832
